Governorate,siteId,activityId,locationId,location,partnerId,Partner,activity,activityCategory,indicatorId,Value,Indicator,month,database,indicatorCategory,Units,month.1,region.x,district,subdistrict,refugee.camps,camp.districts,comments,appeal,Fundedby,allocation,Camp,ITS,Other,Urban,Category,sector,gcode,gov,rcode,region,StartDate,men,women,boy,girl,Gender,SiteType
Zarqa,1380038538,4120,1413109440,Zarqa Governorate,8,Caritas,5. Increased awareness about tenure,SHELTER-1. Host Communities,24078,170,# of people receiving information messaging on housing (HLP),2014-08,1064,RRP6 - Performance Indicators,#,2014-08,Central,,,,,,Direct appeal,None,Yes, , , ,Urban areas,1. Host Communities,SHELTER,1712,ZARQA,1,North,01/08/2014,,,,,,   Urban areas - 
Zarqa,1788051522,4116,1221868354,Azraq City,481,MC,1. Housing units upgraded to minimum standard,SHELTER-1. Host Communities,24042,40,Syrian Men in Urban,2014-04,1064,Impacted population this month,Individual,2014-04,Central,Zarqa Qasabah,Al Azraq,,,,Direct appeal,None,Yes, , , ,Urban areas,1. Host Communities,SHELTER,1712,ZARQA,1,North,01/04/2014,Men,,,,Men,   Urban areas - 
Zarqa,1380038538,4120,1413109440,Zarqa Governorate,8,Caritas,5. Increased awareness about tenure,SHELTER-1. Host Communities,24073,134,Syrian Men in Urban,2014-02,1064,Impacted population this month,Individual,2014-02,Central,,,,,,Direct appeal,None,Yes, , , ,Urban areas,1. Host Communities,SHELTER,1712,ZARQA,1,North,01/02/2014,Men,,,,Men,   Urban areas - 
Zarqa,274931429,4116,1413109440,Zarqa Governorate,729,JHAS,1. Housing units upgraded to minimum standard,SHELTER-1. Host Communities,24047,10,# of dwelling units upgraded to adequate standard,2014-04,1064,RRP6 - Performance Indicators,#,2014-04,Central,,,,,"Since 2013 we have upgraded 1570 shelter units in different areas: Amman, Irbid, Ramtha, Mafraq, Jordan Valley.

Our target for the current project is 400 shelters from 15/3/2014 till 31/7/2014, the budget is 370 JD per shelter, we are doing upgrades in Zarqa, Jarash , Ajlun, in addition to the areas mentioned above.

Our Activities per shelter include :

 - Electrical works: Installation and maintenance of electricity sockets, wiring, light bulbs with focus on electrical safety around the house.

- Walls and ceiling : Painting of walls/ceiling with focus on moisture.

- Security: Installation and maintenance of the main door and main door locks.

-Ventilation: Installation of window glass and mosquito nets.

- WASH: Provision of plastic water tanks (2 square m) for families that don’t have one, or share their water tank with the owner or the neighbors, and replacement of rusted water tanks. Provision and fixing of the sink, water mixer, water taps, shower, pipes, installation of toilets and latrines, with attention to handicap needs.

- Privacy: Installation of door locks and partition walls for households with overcrowded conditions, with attention to female and couple’s privacy needs.

-Provision of hygiene kits to each targeted household, with possibility of provision of core NFIs (mattresses, summer blankets, pillows, plastic buckets) where needed.

Shelter/WASH activities are  based on  technical assessment  of the house condition as well as an assessment of the family condition according to the following criteria: 

1-Female headed households.
2-  Households with more than one family / overcrowded.
3- Pregnant and lactating women.
4-  Families with children under 5 years old.
5- Families with poor / harsh financial conditions.
6-  Handicap and chronic diseases in the family that requires special care and additional financial burden.
7- Elderly and orphans.
8-   Families without a provider.
9-  Rent is over 100 JDs per month.
10- There is a need for Shelter / WASH services.

We sign an agreement between the owner and the maintenance company to allow to us to do these upgrades and approve at least one of these conditions:

1- Non -eviction clause ( three to six month)
2- Debt forgiveness
3- Reduction of rent (20 JOD).",Appeal outside of RRP6,None,No, , , ,Urban areas,1. Host Communities,SHELTER,1712,ZARQA,1,North,01/04/2014,,,,,,   Urban areas - 
Zarqa,1788051522,4116,1221868354,Azraq City,481,MC,1. Housing units upgraded to minimum standard,SHELTER-1. Host Communities,24042,33,Syrian Men in Urban,2014-02,1064,Impacted population this month,Individual,2014-02,Central,Zarqa Qasabah,Al Azraq,,,,Direct appeal,None,Yes, , , ,Urban areas,1. Host Communities,SHELTER,1712,ZARQA,1,North,01/02/2014,Men,,,,Men,   Urban areas - 
Zarqa,531222126,4125,1421634138,Azraq Camp,20,NRC,5. T-shelter units provided and maintained,SHELTER-2. Planned Site,24102,1571,Syrian Men in Camp,2014-07,1064,Impacted population this month,Individual,2014-07,Central,Zarqa Qasabah,Al Azraq,Azraq,,,Indirect appeal,UNHCR,Yes,Camp, , , ,2. Planned Site,SHELTER,1712,ZARQA,1,North,01/07/2014,Men,,,,Men,Camp    - 
Zarqa,531222126,4125,1421634138,Azraq Camp,20,NRC,5. T-shelter units provided and maintained,SHELTER-2. Planned Site,24102,475,Syrian Men in Camp,2014-12,1064,Impacted population this month,Individual,2014-12,Central,Zarqa Qasabah,Al Azraq,Azraq,,,Indirect appeal,UNHCR,Yes,Camp, , , ,2. Planned Site,SHELTER,1712,ZARQA,1,North,01/12/2014,Men,,,,Men,Camp    - 
Zarqa,1203812280,4121,539702649,Azraq Camp Village 3,29,UNHCR,1. Site planning & development,SHELTER-2. Planned Site,24083,100725,m2 of land planned and developed for settlement / # of Refugees,2014-04,1064,RRP6 - Performance Indicators,m2,2014-04,Central,Zarqa Qasabah,Al Azraq,Azraq,,"sq m of land planned and developed for settlement of refugees. Works include land surveying, bolder removal, compaction, and demarcation of plots. 51 sq m of land developed per person for a target of 23,700 people to be assisted by the end of 2014. Implementing partner for physical works is MoPW/others and for surveying UNHCR contracted surveyor. ",Direct appeal,UNHCR,Yes,Camp, , , ,2. Planned Site,SHELTER,1712,ZARQA,1,North,01/04/2014,Men,,,,Men,Camp    - 
Zarqa,350469339,4125,539702649,Azraq Camp Village 3,29,UNHCR,5. T-shelter units provided and maintained,SHELTER-2. Planned Site,24103,1340,# of T-Shelter units constructed,2014-08,1064,RRP6 - Performance Indicators,#,2014-08,Central,Zarqa Qasabah,Al Azraq,Azraq,,641 T-Shelters completed by implementing partners NRC and MoPW and handed over to UNHCR. 417 T-Shelters under construction by both implementing partners. ,Direct appeal,UNHCR,Yes,Camp, , , ,2. Planned Site,SHELTER,1712,ZARQA,1,North,01/08/2014,,,,,,Camp    - 
Zarqa,274931429,4116,1413109440,Zarqa Governorate,729,JHAS,1. Housing units upgraded to minimum standard,SHELTER-1. Host Communities,24047,43,# of dwelling units upgraded to adequate standard,2014-06,1064,RRP6 - Performance Indicators,#,2014-06,Central,,,,,"Since 2013 we have upgraded 1570 shelter units in different areas: Amman, Irbid, Ramtha, Mafraq, Jordan Valley.

Our target for the current project is 400 shelters from 15/3/2014 till 31/7/2014, the budget is 370 JD per shelter, we are doing upgrades in Zarqa, Jarash , Ajlun, in addition to the areas mentioned above.

Our Activities per shelter include :

 - Electrical works: Installation and maintenance of electricity sockets, wiring, light bulbs with focus on electrical safety around the house.

- Walls and ceiling : Painting of walls/ceiling with focus on moisture.

- Security: Installation and maintenance of the main door and main door locks.

-Ventilation: Installation of window glass and mosquito nets.

- WASH: Provision of plastic water tanks (2 square m) for families that don’t have one, or share their water tank with the owner or the neighbors, and replacement of rusted water tanks. Provision and fixing of the sink, water mixer, water taps, shower, pipes, installation of toilets and latrines, with attention to handicap needs.

- Privacy: Installation of door locks and partition walls for households with overcrowded conditions, with attention to female and couple’s privacy needs.

-Provision of hygiene kits to each targeted household, with possibility of provision of core NFIs (mattresses, summer blankets, pillows, plastic buckets) where needed.

Shelter/WASH activities are  based on  technical assessment  of the house condition as well as an assessment of the family condition according to the following criteria: 

1-Female headed households.
2-  Households with more than one family / overcrowded.
3- Pregnant and lactating women.
4-  Families with children under 5 years old.
5- Families with poor / harsh financial conditions.
6-  Handicap and chronic diseases in the family that requires special care and additional financial burden.
7- Elderly and orphans.
8-   Families without a provider.
9-  Rent is over 100 JDs per month.
10- There is a need for Shelter / WASH services.

We sign an agreement between the owner and the maintenance company to allow to us to do these upgrades and approve at least one of these conditions:

1- Non -eviction clause ( three to six month)
2- Debt forgiveness
3- Reduction of rent (20 JOD).",Appeal outside of RRP6,None,No, , , ,Urban areas,1. Host Communities,SHELTER,1712,ZARQA,1,North,01/06/2014,,,,,,   Urban areas - 
Zarqa,274931429,4116,1413109440,Zarqa Governorate,729,JHAS,1. Housing units upgraded to minimum standard,SHELTER-1. Host Communities,24047,10,# of dwelling units upgraded to adequate standard,2014-05,1064,RRP6 - Performance Indicators,#,2014-05,Central,,,,,"Since 2013 we have upgraded 1570 shelter units in different areas: Amman, Irbid, Ramtha, Mafraq, Jordan Valley.

Our target for the current project is 400 shelters from 15/3/2014 till 31/7/2014, the budget is 370 JD per shelter, we are doing upgrades in Zarqa, Jarash , Ajlun, in addition to the areas mentioned above.

Our Activities per shelter include :

 - Electrical works: Installation and maintenance of electricity sockets, wiring, light bulbs with focus on electrical safety around the house.

- Walls and ceiling : Painting of walls/ceiling with focus on moisture.

- Security: Installation and maintenance of the main door and main door locks.

-Ventilation: Installation of window glass and mosquito nets.

- WASH: Provision of plastic water tanks (2 square m) for families that don’t have one, or share their water tank with the owner or the neighbors, and replacement of rusted water tanks. Provision and fixing of the sink, water mixer, water taps, shower, pipes, installation of toilets and latrines, with attention to handicap needs.

- Privacy: Installation of door locks and partition walls for households with overcrowded conditions, with attention to female and couple’s privacy needs.

-Provision of hygiene kits to each targeted household, with possibility of provision of core NFIs (mattresses, summer blankets, pillows, plastic buckets) where needed.

Shelter/WASH activities are  based on  technical assessment  of the house condition as well as an assessment of the family condition according to the following criteria: 

1-Female headed households.
2-  Households with more than one family / overcrowded.
3- Pregnant and lactating women.
4-  Families with children under 5 years old.
5- Families with poor / harsh financial conditions.
6-  Handicap and chronic diseases in the family that requires special care and additional financial burden.
7- Elderly and orphans.
8-   Families without a provider.
9-  Rent is over 100 JDs per month.
10- There is a need for Shelter / WASH services.

We sign an agreement between the owner and the maintenance company to allow to us to do these upgrades and approve at least one of these conditions:

1- Non -eviction clause ( three to six month)
2- Debt forgiveness
3- Reduction of rent (20 JOD).",Appeal outside of RRP6,None,No, , , ,Urban areas,1. Host Communities,SHELTER,1712,ZARQA,1,North,01/05/2014,,,,,,   Urban areas - 
Zarqa,531222126,4125,1421634138,Azraq Camp,20,NRC,5. T-shelter units provided and maintained,SHELTER-2. Planned Site,24103,450,# of T-Shelter units constructed,2014-08,1064,RRP6 - Performance Indicators,#,2014-08,Central,Zarqa Qasabah,Al Azraq,Azraq,,,Indirect appeal,UNHCR,Yes,Camp, , , ,2. Planned Site,SHELTER,1712,ZARQA,1,North,01/08/2014,,,,,,Camp    - 
Zarqa,1203812280,4121,539702649,Azraq Camp Village 3,29,UNHCR,1. Site planning & development,SHELTER-2. Planned Site,24083,100725,m2 of land planned and developed for settlement / # of Refugees,2014-09,1064,RRP6 - Performance Indicators,m2,2014-09,Central,Zarqa Qasabah,Al Azraq,Azraq,,"sq m of land planned and developed for settlement of refugees. Works include land surveying, bolder removal, compaction, and demarcation of plots. 51 sq m of land developed per person for a target of 23,700 people to be assisted by the end of 2014. Implementing partner for physical works is MoPW/others and for surveying UNHCR contracted surveyor. ",Direct appeal,UNHCR,Yes,Camp, , , ,2. Planned Site,SHELTER,1712,ZARQA,1,North,01/09/2014,Men,,,,Men,Camp    - 
Zarqa,1380038538,4120,1413109440,Zarqa Governorate,8,Caritas,5. Increased awareness about tenure,SHELTER-1. Host Communities,24073,31,Syrian Men in Urban,2014-07,1064,Impacted population this month,Individual,2014-07,Central,,,,,,Direct appeal,None,Yes, , , ,Urban areas,1. Host Communities,SHELTER,1712,ZARQA,1,North,01/07/2014,Men,,,,Men,   Urban areas - 
Zarqa,531222126,4125,1421634138,Azraq Camp,20,NRC,5. T-shelter units provided and maintained,SHELTER-2. Planned Site,24102,925,Syrian Men in Camp,2014-09,1064,Impacted population this month,Individual,2014-09,Central,Zarqa Qasabah,Al Azraq,Azraq,,,Indirect appeal,UNHCR,Yes,Camp, , , ,2. Planned Site,SHELTER,1712,ZARQA,1,North,01/09/2014,Men,,,,Men,Camp    - 
Zarqa,1203812280,4121,539702649,Azraq Camp Village 3,29,UNHCR,1. Site planning & development,SHELTER-2. Planned Site,24083,100725,m2 of land planned and developed for settlement / # of Refugees,2014-08,1064,RRP6 - Performance Indicators,m2,2014-08,Central,Zarqa Qasabah,Al Azraq,Azraq,,"sq m of land planned and developed for settlement of refugees. Works include land surveying, bolder removal, compaction, and demarcation of plots. 51 sq m of land developed per person for a target of 23,700 people to be assisted by the end of 2014. Implementing partner for physical works is MoPW/others and for surveying UNHCR contracted surveyor. ",Direct appeal,UNHCR,Yes,Camp, , , ,2. Planned Site,SHELTER,1712,ZARQA,1,North,01/08/2014,Men,,,,Men,Camp    - 
Zarqa,531222126,4125,1421634138,Azraq Camp,20,NRC,5. T-shelter units provided and maintained,SHELTER-2. Planned Site,24099,1124,Syrian Girls in Camp,2014-08,1064,Impacted population this month,Individual,2014-08,Central,Zarqa Qasabah,Al Azraq,Azraq,,,Indirect appeal,UNHCR,Yes,Camp, , , ,2. Planned Site,SHELTER,1712,ZARQA,1,North,01/08/2014,,,,Girls,Girls,Camp    - 
Zarqa,350469339,4125,539702649,Azraq Camp Village 3,29,UNHCR,5. T-shelter units provided and maintained,SHELTER-2. Planned Site,24103,840,# of T-Shelter units constructed,2014-09,1064,RRP6 - Performance Indicators,#,2014-09,Central,Zarqa Qasabah,Al Azraq,Azraq,,641 T-Shelters completed by implementing partners NRC and MoPW and handed over to UNHCR. 417 T-Shelters under construction by both implementing partners. ,Direct appeal,UNHCR,Yes,Camp, , , ,2. Planned Site,SHELTER,1712,ZARQA,1,North,01/09/2014,,,,,,Camp    - 
Zarqa,350469339,4125,539702649,Azraq Camp Village 3,29,UNHCR,5. T-shelter units provided and maintained,SHELTER-2. Planned Site,24103,832,# of T-Shelter units constructed,2014-05,1064,RRP6 - Performance Indicators,#,2014-05,Central,Zarqa Qasabah,Al Azraq,Azraq,,641 T-Shelters completed by implementing partners NRC and MoPW and handed over to UNHCR. 417 T-Shelters under construction by both implementing partners. ,Direct appeal,UNHCR,Yes,Camp, , , ,2. Planned Site,SHELTER,1712,ZARQA,1,North,01/05/2014,,,,,,Camp    - 
Zarqa,1788051522,4116,1221868354,Azraq City,481,MC,1. Housing units upgraded to minimum standard,SHELTER-1. Host Communities,24041,32,Syrian Women in Urban,2014-03,1064,Impacted population this month,Individual,2014-03,Central,Zarqa Qasabah,Al Azraq,,,,Direct appeal,None,Yes, , , ,Urban areas,1. Host Communities,SHELTER,1712,ZARQA,1,North,01/03/2014,Men,Women,,,WomenMen,   Urban areas - 
Zarqa,1788051522,4116,1221868354,Azraq City,481,MC,1. Housing units upgraded to minimum standard,SHELTER-1. Host Communities,24041,191,Syrian Women in Urban,2014-01,1064,Impacted population this month,Individual,2014-01,Central,Zarqa Qasabah,Al Azraq,,,,Direct appeal,None,Yes, , , ,Urban areas,1. Host Communities,SHELTER,1712,ZARQA,1,North,01/01/2014,Men,Women,,,WomenMen,   Urban areas - 
Zarqa,350469339,4125,539702649,Azraq Camp Village 3,29,UNHCR,5. T-shelter units provided and maintained,SHELTER-2. Planned Site,24103,313,# of T-Shelter units constructed,2014-01,1064,RRP6 - Performance Indicators,#,2014-01,Central,Zarqa Qasabah,Al Azraq,Azraq,,641 T-Shelters completed by implementing partners NRC and MoPW and handed over to UNHCR. 417 T-Shelters under construction by both implementing partners. ,Direct appeal,UNHCR,Yes,Camp, , , ,2. Planned Site,SHELTER,1712,ZARQA,1,North,01/01/2014,,,,,,Camp    - 
Zarqa,1788051522,4116,1221868354,Azraq City,481,MC,1. Housing units upgraded to minimum standard,SHELTER-1. Host Communities,24041,40,Syrian Women in Urban,2014-04,1064,Impacted population this month,Individual,2014-04,Central,Zarqa Qasabah,Al Azraq,,,,Direct appeal,None,Yes, , , ,Urban areas,1. Host Communities,SHELTER,1712,ZARQA,1,North,01/04/2014,Men,Women,,,WomenMen,   Urban areas - 
Zarqa,1380038538,4120,1413109440,Zarqa Governorate,8,Caritas,5. Increased awareness about tenure,SHELTER-1. Host Communities,24078,63,# of people receiving information messaging on housing (HLP),2014-07,1064,RRP6 - Performance Indicators,#,2014-07,Central,,,,,,Direct appeal,None,Yes, , , ,Urban areas,1. Host Communities,SHELTER,1712,ZARQA,1,North,01/07/2014,,,,,,   Urban areas - 
Zarqa,1380038538,4120,1413109440,Zarqa Governorate,8,Caritas,5. Increased awareness about tenure,SHELTER-1. Host Communities,24077,144,Men - Other affected Population,2014-03,1064,Impacted population this month,Individual,2014-03,Central,,,,,,Direct appeal,None,Yes, , , ,Urban areas,1. Host Communities,SHELTER,1712,ZARQA,1,North,01/03/2014,Men,,,,Men,   Urban areas - 
Zarqa,1380038538,4120,1413109440,Zarqa Governorate,8,Caritas,5. Increased awareness about tenure,SHELTER-1. Host Communities,24072,86,Syrian Women in Urban,2014-03,1064,Impacted population this month,Individual,2014-03,Central,,,,,,Direct appeal,None,Yes, , , ,Urban areas,1. Host Communities,SHELTER,1712,ZARQA,1,North,01/03/2014,Men,Women,,,WomenMen,   Urban areas - 
Zarqa,531222126,4125,1421634138,Azraq Camp,20,NRC,5. T-shelter units provided and maintained,SHELTER-2. Planned Site,24100,1269,Syrian Boys in Camp,2014-09,1064,Impacted population this month,Individual,2014-09,Central,Zarqa Qasabah,Al Azraq,Azraq,,,Indirect appeal,UNHCR,Yes,Camp, , , ,2. Planned Site,SHELTER,1712,ZARQA,1,North,01/09/2014,,,Boys,,Boys,Camp    - 
Zarqa,531222126,4125,1421634138,Azraq Camp,20,NRC,5. T-shelter units provided and maintained,SHELTER-2. Planned Site,24099,1976,Syrian Girls in Camp,2014-06,1064,Impacted population this month,Individual,2014-06,Central,Zarqa Qasabah,Al Azraq,Azraq,,,Indirect appeal,UNHCR,Yes,Camp, , , ,2. Planned Site,SHELTER,1712,ZARQA,1,North,01/06/2014,,,,Girls,Girls,Camp    - 
Zarqa,531222126,4125,1421634138,Azraq Camp,20,NRC,5. T-shelter units provided and maintained,SHELTER-2. Planned Site,24100,1635,Syrian Boys in Camp,2014-10,1064,Impacted population this month,Individual,2014-10,Central,Zarqa Qasabah,Al Azraq,Azraq,,,Indirect appeal,UNHCR,Yes,Camp, , , ,2. Planned Site,SHELTER,1712,ZARQA,1,North,01/10/2014,,,Boys,,Boys,Camp    - 
Zarqa,350469339,4125,539702649,Azraq Camp Village 3,29,UNHCR,5. T-shelter units provided and maintained,SHELTER-2. Planned Site,24103,405,# of T-Shelter units constructed,2014-02,1064,RRP6 - Performance Indicators,#,2014-02,Central,Zarqa Qasabah,Al Azraq,Azraq,,641 T-Shelters completed by implementing partners NRC and MoPW and handed over to UNHCR. 417 T-Shelters under construction by both implementing partners. ,Direct appeal,UNHCR,Yes,Camp, , , ,2. Planned Site,SHELTER,1712,ZARQA,1,North,01/02/2014,,,,,,Camp    - 
Zarqa,531222126,4125,1421634138,Azraq Camp,20,NRC,5. T-shelter units provided and maintained,SHELTER-2. Planned Site,24100,571,Syrian Boys in Camp,2014-12,1064,Impacted population this month,Individual,2014-12,Central,Zarqa Qasabah,Al Azraq,Azraq,,,Indirect appeal,UNHCR,Yes,Camp, , , ,2. Planned Site,SHELTER,1712,ZARQA,1,North,01/12/2014,,,Boys,,Boys,Camp    - 
Zarqa,531222126,4125,1421634138,Azraq Camp,20,NRC,5. T-shelter units provided and maintained,SHELTER-2. Planned Site,24099,78,Syrian Girls in Camp,2014-11,1064,Impacted population this month,Individual,2014-11,Central,Zarqa Qasabah,Al Azraq,Azraq,,,Indirect appeal,UNHCR,Yes,Camp, , , ,2. Planned Site,SHELTER,1712,ZARQA,1,North,01/11/2014,,,,Girls,Girls,Camp    - 
Zarqa,531222126,4125,1421634138,Azraq Camp,20,NRC,5. T-shelter units provided and maintained,SHELTER-2. Planned Site,24101,1460,Syrian Women in Camp,2014-10,1064,Impacted population this month,Individual,2014-10,Central,Zarqa Qasabah,Al Azraq,Azraq,,,Indirect appeal,UNHCR,Yes,Camp, , , ,2. Planned Site,SHELTER,1712,ZARQA,1,North,01/10/2014,Men,Women,,,WomenMen,Camp    - 
Zarqa,531222126,4125,1421634138,Azraq Camp,20,NRC,5. T-shelter units provided and maintained,SHELTER-2. Planned Site,24103,785,# of T-Shelter units constructed,2014-12,1064,RRP6 - Performance Indicators,#,2014-12,Central,Zarqa Qasabah,Al Azraq,Azraq,,,Indirect appeal,UNHCR,Yes,Camp, , , ,2. Planned Site,SHELTER,1712,ZARQA,1,North,01/12/2014,,,,,,Camp    - 
Zarqa,531222126,4125,1421634138,Azraq Camp,20,NRC,5. T-shelter units provided and maintained,SHELTER-2. Planned Site,24101,469,Syrian Women in Camp,2014-12,1064,Impacted population this month,Individual,2014-12,Central,Zarqa Qasabah,Al Azraq,Azraq,,,Indirect appeal,UNHCR,Yes,Camp, , , ,2. Planned Site,SHELTER,1712,ZARQA,1,North,01/12/2014,Men,Women,,,WomenMen,Camp    - 
Zarqa,531222126,4125,1421634138,Azraq Camp,20,NRC,5. T-shelter units provided and maintained,SHELTER-2. Planned Site,24102,1192,Syrian Men in Camp,2014-10,1064,Impacted population this month,Individual,2014-10,Central,Zarqa Qasabah,Al Azraq,Azraq,,,Indirect appeal,UNHCR,Yes,Camp, , , ,2. Planned Site,SHELTER,1712,ZARQA,1,North,01/10/2014,Men,,,,Men,Camp    - 
Zarqa,531222126,4125,1421634138,Azraq Camp,20,NRC,5. T-shelter units provided and maintained,SHELTER-2. Planned Site,24103,30,# of T-Shelter units constructed,2014-11,1064,RRP6 - Performance Indicators,#,2014-11,Central,Zarqa Qasabah,Al Azraq,Azraq,,,Indirect appeal,UNHCR,Yes,Camp, , , ,2. Planned Site,SHELTER,1712,ZARQA,1,North,01/11/2014,,,,,,Camp    - 
Zarqa,350469339,4125,539702649,Azraq Camp Village 3,29,UNHCR,5. T-shelter units provided and maintained,SHELTER-2. Planned Site,24103,1012,# of T-Shelter units constructed,2014-07,1064,RRP6 - Performance Indicators,#,2014-07,Central,Zarqa Qasabah,Al Azraq,Azraq,,641 T-Shelters completed by implementing partners NRC and MoPW and handed over to UNHCR. 417 T-Shelters under construction by both implementing partners. ,Direct appeal,UNHCR,Yes,Camp, , , ,2. Planned Site,SHELTER,1712,ZARQA,1,North,01/07/2014,,,,,,Camp    - 
Zarqa,350469339,4125,539702649,Azraq Camp Village 3,29,UNHCR,5. T-shelter units provided and maintained,SHELTER-2. Planned Site,24103,2258,# of T-Shelter units constructed,2014-06,1064,RRP6 - Performance Indicators,#,2014-06,Central,Zarqa Qasabah,Al Azraq,Azraq,,641 T-Shelters completed by implementing partners NRC and MoPW and handed over to UNHCR. 417 T-Shelters under construction by both implementing partners. ,Direct appeal,UNHCR,Yes,Camp, , , ,2. Planned Site,SHELTER,1712,ZARQA,1,North,01/06/2014,,,,,,Camp    - 
Zarqa,350469339,4125,539702649,Azraq Camp Village 3,29,UNHCR,5. T-shelter units provided and maintained,SHELTER-2. Planned Site,24103,288,# of T-Shelter units constructed,2014-10,1064,RRP6 - Performance Indicators,#,2014-10,Central,Zarqa Qasabah,Al Azraq,Azraq,,641 T-Shelters completed by implementing partners NRC and MoPW and handed over to UNHCR. 417 T-Shelters under construction by both implementing partners. ,Direct appeal,UNHCR,Yes,Camp, , , ,2. Planned Site,SHELTER,1712,ZARQA,1,North,01/10/2014,,,,,,Camp    - 
Zarqa,531222126,4125,1421634138,Azraq Camp,20,NRC,5. T-shelter units provided and maintained,SHELTER-2. Planned Site,24103,681,# of T-Shelter units constructed,2014-07,1064,RRP6 - Performance Indicators,#,2014-07,Central,Zarqa Qasabah,Al Azraq,Azraq,,,Indirect appeal,UNHCR,Yes,Camp, , , ,2. Planned Site,SHELTER,1712,ZARQA,1,North,01/07/2014,,,,,,Camp    - 
Zarqa,871751544,4118,1413109440,Zarqa Governorate,8,Caritas,3. Refugees enabled to pay rent on time,SHELTER-1. Host Communities,24057,100,# of HH heads receiving rental support,2014-09,1064,RRP6 - Performance Indicators,Individual,2014-09,Central,,,,,,Direct appeal,None,Yes, , , ,Urban areas,1. Host Communities,SHELTER,1712,ZARQA,1,North,01/09/2014,,,,,,   Urban areas - 
Zarqa,871751544,4118,1413109440,Zarqa Governorate,8,Caritas,3. Refugees enabled to pay rent on time,SHELTER-1. Host Communities,24057,214,# of HH heads receiving rental support,2014-02,1064,RRP6 - Performance Indicators,Individual,2014-02,Central,,,,,,Direct appeal,None,Yes, , , ,Urban areas,1. Host Communities,SHELTER,1712,ZARQA,1,North,01/02/2014,,,,,,   Urban areas - 
Zarqa,1203812280,4121,539702649,Azraq Camp Village 3,29,UNHCR,1. Site planning & development,SHELTER-2. Planned Site,24083,100725,m2 of land planned and developed for settlement / # of Refugees,2014-03,1064,RRP6 - Performance Indicators,m2,2014-03,Central,Zarqa Qasabah,Al Azraq,Azraq,,"sq m of land planned and developed for settlement of refugees. Works include land surveying, bolder removal, compaction, and demarcation of plots. 51 sq m of land developed per person for a target of 23,700 people to be assisted by the end of 2014. Implementing partner for physical works is MoPW/others and for surveying UNHCR contracted surveyor. ",Direct appeal,UNHCR,Yes,Camp, , , ,2. Planned Site,SHELTER,1712,ZARQA,1,North,01/03/2014,Men,,,,Men,Camp    - 
Zarqa,1203812280,4121,539702649,Azraq Camp Village 3,29,UNHCR,1. Site planning & development,SHELTER-2. Planned Site,24083,100725,m2 of land planned and developed for settlement / # of Refugees,2014-11,1064,RRP6 - Performance Indicators,m2,2014-11,Central,Zarqa Qasabah,Al Azraq,Azraq,,"sq m of land planned and developed for settlement of refugees. Works include land surveying, bolder removal, compaction, and demarcation of plots. 51 sq m of land developed per person for a target of 23,700 people to be assisted by the end of 2014. Implementing partner for physical works is MoPW/others and for surveying UNHCR contracted surveyor. ",Direct appeal,UNHCR,Yes,Camp, , , ,2. Planned Site,SHELTER,1712,ZARQA,1,North,01/11/2014,Men,,,,Men,Camp    - 
Zarqa,1203812280,4121,539702649,Azraq Camp Village 3,29,UNHCR,1. Site planning & development,SHELTER-2. Planned Site,24083,100725,m2 of land planned and developed for settlement / # of Refugees,2014-10,1064,RRP6 - Performance Indicators,m2,2014-10,Central,Zarqa Qasabah,Al Azraq,Azraq,,"sq m of land planned and developed for settlement of refugees. Works include land surveying, bolder removal, compaction, and demarcation of plots. 51 sq m of land developed per person for a target of 23,700 people to be assisted by the end of 2014. Implementing partner for physical works is MoPW/others and for surveying UNHCR contracted surveyor. ",Direct appeal,UNHCR,Yes,Camp, , , ,2. Planned Site,SHELTER,1712,ZARQA,1,North,01/10/2014,Men,,,,Men,Camp    - 
Zarqa,1203812280,4121,539702649,Azraq Camp Village 3,29,UNHCR,1. Site planning & development,SHELTER-2. Planned Site,24083,100725,m2 of land planned and developed for settlement / # of Refugees,2014-07,1064,RRP6 - Performance Indicators,m2,2014-07,Central,Zarqa Qasabah,Al Azraq,Azraq,,"sq m of land planned and developed for settlement of refugees. Works include land surveying, bolder removal, compaction, and demarcation of plots. 51 sq m of land developed per person for a target of 23,700 people to be assisted by the end of 2014. Implementing partner for physical works is MoPW/others and for surveying UNHCR contracted surveyor. ",Direct appeal,UNHCR,Yes,Camp, , , ,2. Planned Site,SHELTER,1712,ZARQA,1,North,01/07/2014,Men,,,,Men,Camp    - 
Zarqa,1203812280,4121,539702649,Azraq Camp Village 3,29,UNHCR,1. Site planning & development,SHELTER-2. Planned Site,24083,100725,m2 of land planned and developed for settlement / # of Refugees,2014-02,1064,RRP6 - Performance Indicators,m2,2014-02,Central,Zarqa Qasabah,Al Azraq,Azraq,,"sq m of land planned and developed for settlement of refugees. Works include land surveying, bolder removal, compaction, and demarcation of plots. 51 sq m of land developed per person for a target of 23,700 people to be assisted by the end of 2014. Implementing partner for physical works is MoPW/others and for surveying UNHCR contracted surveyor. ",Direct appeal,UNHCR,Yes,Camp, , , ,2. Planned Site,SHELTER,1712,ZARQA,1,North,01/02/2014,Men,,,,Men,Camp    - 
