"","sector","StartDate","Category","activity","Indicator","Indicator2","Governorate","Gender","Partner","SiteType","appeal","Fundedby","allocation","rcode","gcode","Value","Units","location","region","poptype"
"6920","PROTECTION","31/03/2015","Community Empowered; Services to Vuln","[REF2.1]Info on services; Participation","# participating in information sessions or receiving information about services","Urban/Rural Syrian Girls (Age 0-17) # participating in information sessions or receiving information about services","AMMAN","Girls","NHF-IFH","   Urban areas - ","Indirect appeal","UNHCR","Yes","2","1705",10,"# of benef","Amman Governorate","Center","Urban"
"6921","PROTECTION","31/03/2015","Community Empowered; Services to Vuln","[REF2.1]Info on services; Participation","# participating in information sessions or receiving information about services","Urban/Rural Syrian Men (Age 18 and above) # participating in information sessions or receiving information about services","AMMAN","Men","HI","  Other[Villages, Rural areas]Urban areas - ","Direct appeal","None - Fund direct from Donors","Yes","2","1705",62,"# of benef","Amman Governorate","Center","Urban"
"6922","PROTECTION","31/03/2015","Community Empowered; Services to Vuln","[REF2.1]Info on services; Participation","# participating in information sessions or receiving information about services","Urban/Rural Syrian Men (Age 18 and above) # participating in information sessions or receiving information about services","AMMAN","Men","NHF-IFH","   Urban areas - ","Indirect appeal","UNHCR","Yes","2","1705",73,"# of benef","Amman Governorate","Center","Urban"
"6923","PROTECTION","31/01/2015","Community Empowered; Services to Vuln","[REF2.1]Info on services; Participation","# participating in information sessions or receiving information about services","Host Community Women (Age 18 and above) # participating in information sessions or receiving information about services","AMMAN","Women","DRC","   Urban areas - ","Direct appeal","None - Fund direct from Donors","Yes","2","1705",170,"# of benef","Liwa Qasabat Amman","Center","Host Community"
"6924","PROTECTION","31/01/2015","Community Empowered; Services to Vuln","[REF2.1]Info on services; Participation","# participating in information sessions or receiving information about services","Host Community Men (Age 18 and above) # participating in information sessions or receiving information about services","AJLOUN","Men","HI","  Other[Villages, Rural areas]Urban areas - ","Direct appeal","None - Fund direct from Donors","Yes","1","1701",33,"# of benef","Ajlun Governorate","North","Host Community"
"6925","PROTECTION","28/02/2015","Community Empowered; Services to Vuln","[REF2.1]Info on services; Participation","# participating in information sessions or receiving information about services","Urban/Rural Syrian Boys (Age 0-17) # participating in information sessions or receiving information about services","AMMAN","Boys","NHF-IFH","   Urban areas - ","Indirect appeal","UNHCR","Yes","2","1705",8,"# of benef","Amman Governorate","Center","Urban"
"6926","PROTECTION","31/03/2015","Community Empowered; Services to Vuln","[REF2.1]Info on services; Participation","# participating in information sessions or receiving information about services","Urban/Rural Syrian Girls (Age 0-17) # participating in information sessions or receiving information about services","ZARQA","Girls","PU-AMI","   Urban areas - ","Direct appeal","None - Fund direct from Donors","Yes","1","1712",88,"# of benef","Zarqa Governorate","North","Urban"
"6927","PROTECTION","28/02/2015","Community Empowered; Services to Vuln","[REF2.1]Info on services; Participation","# participating in information sessions or receiving information about services","Host Community Girls (Age 0-17) # participating in information sessions or receiving information about services","MAFRAQ","Girls","CARE","   Urban areas - ","Direct appeal","None - Fund direct from Donors","Yes","1","1711",5,"# of benef","Mafraq Governorate","North","Host Community"
"6928","PROTECTION","28/02/2015","Community Empowered; Services to Vuln","[REF2.1]Info on services; Participation","# participating in information sessions or receiving information about services","Urban/Rural Syrian Men (Age 18 and above) # participating in information sessions or receiving information about services","AMMAN","Men","UNHCR","   Urban areas - ","Direct appeal","UNHCR","Yes","2","1705",874,"# of benef","Amman Governorate","Center","Urban"
"6929","PROTECTION","28/02/2015","Community Empowered; Services to Vuln","[REF2.1]Info on services; Participation","# participating in information sessions or receiving information about services","Host Community Girls (Age 0-17) # participating in information sessions or receiving information about services","AMMAN","Girls","NHF-IFH","   Urban areas - ","Indirect appeal","UNHCR","Yes","2","1705",4,"# of benef","Amman Governorate","Center","Host Community"
"6930","PROTECTION","28/02/2015","Community Empowered; Services to Vuln","[REF2.1]Info on services; Participation","# participating in information sessions or receiving information about services","Urban/Rural Syrian Women (Age 18 and above) # participating in information sessions or receiving information about services","AMMAN","Women","HI","  Other[Villages, Rural areas]Urban areas - ","Direct appeal","None - Fund direct from Donors","Yes","2","1705",66,"# of benef","Amman Governorate","Center","Urban"
"6931","PROTECTION","28/02/2015","Community Empowered; Services to Vuln","[REF2.1]Info on services; Participation","# participating in information sessions or receiving information about services","Host Community Boys (Age 0-17) # participating in information sessions or receiving information about services","MAFRAQ","Boys","CARE","   Urban areas - ","Direct appeal","None - Fund direct from Donors","Yes","1","1711",5,"# of benef","Mafraq Governorate","North","Host Community"
"6932","PROTECTION","28/02/2015","Community Empowered; Services to Vuln","[REF2.1]Info on services; Participation","# participating in information sessions or receiving information about services","Host Community Girls (Age 0-17) # participating in information sessions or receiving information about services","AMMAN","Girls","CARE","   Urban areas - ","Direct appeal","None - Fund direct from Donors","Yes","2","1705",113,"# of benef","Amman Governorate","Center","Host Community"
"6933","PROTECTION","28/02/2015","Community Empowered; Services to Vuln","[REF2.1]Info on services; Participation","# participating in information sessions or receiving information about services","Host Community Boys (Age 0-17) # participating in information sessions or receiving information about services","AMMAN","Boys","HI","  Other[Villages, Rural areas]Urban areas - ","Direct appeal","None - Fund direct from Donors","Yes","2","1705",74,"# of benef","Amman Governorate","Center","Host Community"
"6934","PROTECTION","31/03/2015","Community Empowered; Services to Vuln","[REF2.1]Info on services; Participation","# participating in information sessions or receiving information about services","Urban/Rural Syrian Men (Age 18 and above) # participating in information sessions or receiving information about services","MAAN","Men","DRC","  Other[Villages, Rural areas]Urban areas - ","Direct appeal","None - Fund direct from Donors","Yes","3","1709",3,"# of benef","Maan City","South","Urban"
"6935","PROTECTION","31/01/2015","Community Empowered; Services to Vuln","[REF2.1]Info on services; Participation","# participating in information sessions or receiving information about services","Urban/Rural Syrian Boys (Age 0-17) # participating in information sessions or receiving information about services","IRBID","Boys","HI","  Other[Villages, Rural areas]Urban areas - ","Direct appeal","None - Fund direct from Donors","Yes","1","1707",130,"# of benef","Irbid Governorate","North","Urban"
"6936","PROTECTION","31/03/2015","Community Empowered; Services to Vuln","[REF2.1]Info on services; Participation","# participating in information sessions or receiving information about services","Camps Syrian Boys (Age 0-17) # participating in information sessions or receiving information about services","IRBID","Boys","NHF-IFH","Camp    - ","Indirect appeal","UNHCR","Yes","1","1707",6,"# of benef","King Abdullah Park Refugee Center","North","Camp"
"6937","PROTECTION","28/02/2015","Community Empowered; Services to Vuln","[REF2.1]Info on services; Participation","# participating in information sessions or receiving information about services","Host Community Women (Age 18 and above) # participating in information sessions or receiving information about services","IRBID","Women","HI","  Other[Villages, Rural areas]Urban areas - ","Direct appeal","None - Fund direct from Donors","Yes","1","1707",264,"# of benef","Irbid Governorate","North","Host Community"
"6938","PROTECTION","28/02/2015","Community Empowered; Services to Vuln","[REF2.1]Info on services; Participation","# participating in information sessions or receiving information about services","Urban/Rural Syrian Boys (Age 0-17) # participating in information sessions or receiving information about services","ZARQA","Boys","HI","  Other[Villages, Rural areas]Urban areas - ","Direct appeal","None - Fund direct from Donors","Yes","1","1712",30,"# of benef","Zarqa Governorate","North","Urban"
"6939","PROTECTION","28/02/2015","Community Empowered; Services to Vuln","[REF2.1]Info on services; Participation","# participating in information sessions or receiving information about services","Host Community Girls (Age 0-17) # participating in information sessions or receiving information about services","AJLOUN","Girls","HI","  Other[Villages, Rural areas]Urban areas - ","Direct appeal","None - Fund direct from Donors","Yes","1","1701",8,"# of benef","Ajlun Governorate","North","Host Community"
"6940","PROTECTION","31/03/2015","Community Empowered; Services to Vuln","[REF2.1]Info on services; Participation","# participating in information sessions or receiving information about services","Host Community Girls (Age 0-17) # participating in information sessions or receiving information about services","ZARQA","Girls","HI","  Other[Villages, Rural areas]Urban areas - ","Direct appeal","None - Fund direct from Donors","Yes","1","1712",15,"# of benef","Zarqa Governorate","North","Host Community"
"6941","PROTECTION","31/01/2015","Community Empowered; Services to Vuln","[REF2.1]Info on services; Participation","# participating in information sessions or receiving information about services","Urban/Rural Syrian Men (Age 18 and above) # participating in information sessions or receiving information about services","KARAK","Men","DRC","  Other[Villages, Rural areas]Urban areas - ","Direct appeal","None - Fund direct from Donors","Yes","3","1704",4,"# of benef","Karak City","South","Urban"
"6942","PROTECTION","31/03/2015","Community Empowered; Services to Vuln","[REF2.1]Info on services; Participation","# participating in information sessions or receiving information about services","Camps Syrian Girls (Age 0-17) # participating in information sessions or receiving information about services","AzraqCamp","Girls","HI","Camp    - ","Direct appeal","None - Fund direct from Donors","Yes","1","1712",109,"# of benef","Azraq Camp","North","Camp"
"6943","PROTECTION","28/02/2015","Community Empowered; Services to Vuln","[REF2.1]Info on services; Participation","# participating in information sessions or receiving information about services","Urban/Rural Syrian Girls (Age 0-17) # participating in information sessions or receiving information about services","AMMAN","Girls","CARE","   Urban areas - ","Direct appeal","None - Fund direct from Donors","Yes","2","1705",2451,"# of benef","Amman Governorate","Center","Urban"
"6944","PROTECTION","31/03/2015","Community Empowered; Services to Vuln","[REF2.1]Info on services; Participation","# participating in information sessions or receiving information about services","Camps Syrian Men (Age 18 and above) # participating in information sessions or receiving information about services","AzraqCamp","Men","HI","Camp    - ","Direct appeal","None - Fund direct from Donors","Yes","1","1712",89,"# of benef","Azraq Camp","North","Camp"
"6945","PROTECTION","28/02/2015","Community Empowered; Services to Vuln","[REF2.1]Info on services; Participation","# participating in information sessions or receiving information about services","Host Community Men (Age 18 and above) # participating in information sessions or receiving information about services","MAFRAQ","Men","HI","  Other[Villages, Rural areas]Urban areas - ","Direct appeal","None - Fund direct from Donors","Yes","1","1711",161,"# of benef","Mafraq Governorate","North","Host Community"
"6946","PROTECTION","31/01/2015","Community Empowered; Services to Vuln","[REF2.1]Info on services; Participation","# participating in information sessions or receiving information about services","Urban/Rural Syrian Women (Age 18 and above) # participating in information sessions or receiving information about services","MAFRAQ","Women","UNHCR","  Other[Villages, Rural areas]Urban areas - ","Direct appeal","None - Fund direct from Donors","Yes","1","1711",934,"# of benef","Mafraq Governorate","North","Urban"
"6947","PROTECTION","28/02/2015","Community Empowered; Services to Vuln","[REF2.1]Info on services; Participation","# participating in information sessions or receiving information about services","Urban/Rural Syrian Women (Age 18 and above) # participating in information sessions or receiving information about services","MAFRAQ","Women","UNHCR","  Other[Villages, Rural areas]Urban areas - ","Direct appeal","None - Fund direct from Donors","Yes","1","1711",2204,"# of benef","Mafraq Governorate","North","Urban"
"6948","PROTECTION","31/03/2015","Community Empowered; Services to Vuln","[REF2.1]Info on services; Participation","# participating in information sessions or receiving information about services","Urban/Rural Syrian Women (Age 18 and above) # participating in information sessions or receiving information about services","AMMAN","Women","NHF-IFH","   Urban areas - ","Indirect appeal","UNHCR","Yes","2","1705",282,"# of benef","Amman Governorate","Center","Urban"
"6949","PROTECTION","31/03/2015","Community Empowered; Services to Vuln","[REF2.1]Info on services; Participation","# participating in information sessions or receiving information about services","Urban/Rural Syrian Girls (Age 0-17) # participating in information sessions or receiving information about services","AMMAN","Girls","HI","  Other[Villages, Rural areas]Urban areas - ","Direct appeal","None - Fund direct from Donors","Yes","2","1705",60,"# of benef","Amman Governorate","Center","Urban"
"6950","PROTECTION","31/01/2015","Community Empowered; Services to Vuln","[REF2.1]Info on services; Participation","# participating in information sessions or receiving information about services","Urban/Rural Syrian Girls (Age 0-17) # participating in information sessions or receiving information about services","JARASH","Girls","HI","  Other[Villages, Rural areas]Urban areas - ","Direct appeal","None - Fund direct from Donors","Yes","1","1708",11,"# of benef","Jarash Governorate","North","Urban"
"6951","PROTECTION","31/03/2015","Community Empowered; Services to Vuln","[REF2.1]Info on services; Participation","# participating in information sessions or receiving information about services","Camps Syrian Boys (Age 0-17) # participating in information sessions or receiving information about services","ZaatariCamp","Boys","HI","Camp    - ","Direct appeal","None - Fund direct from Donors","Yes","1","1711",80,"# of benef","Zaatari Camp (all district)","North","Camp"
"6952","PROTECTION","28/02/2015","Community Empowered; Services to Vuln","[REF2.1]Info on services; Participation","# participating in information sessions or receiving information about services","Host Community Men (Age 18 and above) # participating in information sessions or receiving information about services","AMMAN","Men","DRC","   Urban areas - ","Direct appeal","None - Fund direct from Donors","Yes","2","1705",77,"# of benef","Liwa Qasabat Amman","Center","Host Community"
"6953","PROTECTION","31/01/2015","Community Empowered; Services to Vuln","[REF2.1]Info on services; Participation","# participating in information sessions or receiving information about services","Camps Syrian Boys (Age 0-17) # participating in information sessions or receiving information about services","ZaatariCamp","Boys","HI","Camp    - ","Direct appeal","None - Fund direct from Donors","Yes","1","1711",41,"# of benef","Zaatari Camp (all district)","North","Camp"
"6954","PROTECTION","31/01/2015","Community Empowered; Services to Vuln","[REF2.1]Info on services; Participation","# participating in information sessions or receiving information about services","Urban/Rural Syrian Girls (Age 0-17) # participating in information sessions or receiving information about services","AMMAN","Girls","NHF-IFH","   Urban areas - ","Indirect appeal","UNHCR","Yes","2","1705",1,"# of benef","Amman Governorate","Center","Urban"
"6955","PROTECTION","28/02/2015","Community Empowered; Services to Vuln","[REF2.1]Info on services; Participation","# participating in information sessions or receiving information about services","Urban/Rural Syrian Girls (Age 0-17) # participating in information sessions or receiving information about services","JARASH","Girls","PU-AMI","   Urban areas - ","Direct appeal","None - Fund direct from Donors","Yes","1","1708",4,"# of benef","Jarash Governorate","North","Urban"
"6956","PROTECTION","28/02/2015","Community Empowered; Services to Vuln","[REF2.1]Info on services; Participation","# participating in information sessions or receiving information about services","Urban/Rural Syrian Girls (Age 0-17) # participating in information sessions or receiving information about services",,"Girls","PU-AMI","   Urban areas - ","Direct appeal","None - Fund direct from Donors","Yes",,,4,"# of benef","Marka",,"Urban"
"6957","PROTECTION","31/03/2015","Community Empowered; Services to Vuln","[REF2.1]Info on services; Participation","# participating in information sessions or receiving information about services","Host Community Women (Age 18 and above) # participating in information sessions or receiving information about services","AMMAN","Women","HI","  Other[Villages, Rural areas]Urban areas - ","Direct appeal","None - Fund direct from Donors","Yes","2","1705",206,"# of benef","Amman Governorate","Center","Host Community"
"6958","PROTECTION","28/02/2015","Community Empowered; Services to Vuln","[REF2.1]Info on services; Participation","# participating in information sessions or receiving information about services","Camps Syrian Boys (Age 0-17) # participating in information sessions or receiving information about services","AzraqCamp","Boys","HI","Camp    - ","Direct appeal","None - Fund direct from Donors","Yes","1","1712",59,"# of benef","Azraq Camp","North","Camp"
"6959","PROTECTION","28/02/2015","Community Empowered; Services to Vuln","[REF2.1]Info on services; Participation","# participating in information sessions or receiving information about services","Urban/Rural Syrian Boys (Age 0-17) # participating in information sessions or receiving information about services",,"Boys","PU-AMI","   Urban areas - ","Direct appeal","None - Fund direct from Donors","Yes",,,4,"# of benef","Marka",,"Urban"
"6960","PROTECTION","28/02/2015","Community Empowered; Services to Vuln","[REF2.1]Info on services; Participation","# participating in information sessions or receiving information about services","Camps Syrian Women (Age 18 and above) # participating in information sessions or receiving information about services","ZaatariCamp","Women","HI","Camp    - ","Direct appeal","None - Fund direct from Donors","Yes","1","1711",128,"# of benef","Zaatari Camp (all district)","North","Camp"
"6961","PROTECTION","31/03/2015","Community Empowered; Services to Vuln","[REF2.1]Info on services; Participation","# participating in information sessions or receiving information about services","Urban/Rural Syrian Girls (Age 0-17) # participating in information sessions or receiving information about services","JARASH","Girls","PU-AMI","   Urban areas - ","Direct appeal","None - Fund direct from Donors","Yes","1","1708",11,"# of benef","Jarash Governorate","North","Urban"
"6962","PROTECTION","31/01/2015","Community Empowered; Services to Vuln","[REF2.1]Info on services; Participation","# participating in information sessions or receiving information about services","Camps Syrian Women (Age 18 and above) # participating in information sessions or receiving information about services","ZaatariCamp","Women","HI","Camp    - ","Direct appeal","None - Fund direct from Donors","Yes","1","1711",42,"# of benef","Zaatari Camp (all district)","North","Camp"
"6963","PROTECTION","28/02/2015","Community Empowered; Services to Vuln","[REF2.1]Info on services; Participation","# participating in information sessions or receiving information about services","Urban/Rural Syrian Men (Age 18 and above) # participating in information sessions or receiving information about services",,"Men","PU-AMI","   Urban areas - ","Direct appeal","None - Fund direct from Donors","Yes",,,2,"# of benef","Marka",,"Urban"
"6964","PROTECTION","31/01/2015","Community Empowered; Services to Vuln","[REF2.1]Info on services; Participation","# participating in information sessions or receiving information about services","Urban/Rural Syrian Women (Age 18 and above) # participating in information sessions or receiving information about services","IRBID","Women","Intersos","   Urban areas - ","Direct appeal","None - Fund direct from Donors","Yes","1","1707",470,"# of benef","Irbid City","North","Urban"
"6965","PROTECTION","28/02/2015","Community Empowered; Services to Vuln","[REF2.1]Info on services; Participation","# participating in information sessions or receiving information about services","Camps Syrian Women (Age 18 and above) # participating in information sessions or receiving information about services","IRBID","Women","NHF-IFH","Camp    - ","Indirect appeal","UNHCR","Yes","1","1707",21,"# of benef","Cyber City Refugee Center","North","Camp"
"6966","PROTECTION","31/03/2015","Community Empowered; Services to Vuln","[REF2.1]Info on services; Participation","# participating in information sessions or receiving information about services","Camps Syrian Boys (Age 0-17) # participating in information sessions or receiving information about services","AzraqCamp","Boys","HI","Camp    - ","Direct appeal","None - Fund direct from Donors","Yes","1","1712",127,"# of benef","Azraq Camp","North","Camp"
"6967","PROTECTION","31/03/2015","Community Empowered; Services to Vuln","[REF2.1]Info on services; Participation","# participating in information sessions or receiving information about services","Urban/Rural Syrian Men (Age 18 and above) # participating in information sessions or receiving information about services","IRBID","Men","HI","  Other[Villages, Rural areas]Urban areas - ","Direct appeal","None - Fund direct from Donors","Yes","1","1707",154,"# of benef","Irbid Governorate","North","Urban"
"6968","PROTECTION","28/02/2015","Community Empowered; Services to Vuln","[REF2.1]Info on services; Participation","# participating in information sessions or receiving information about services","Urban/Rural Syrian Men (Age 18 and above) # participating in information sessions or receiving information about services",,"Men","CARE","   Urban areas - ","Direct appeal","None - Fund direct from Donors","Yes",,,2502,"# of benef","Zarqa",,"Urban"
"6969","PROTECTION","28/02/2015","Community Empowered; Services to Vuln","[REF2.1]Info on services; Participation","# participating in information sessions or receiving information about services","Host Community Boys (Age 0-17) # participating in information sessions or receiving information about services","AMMAN","Boys","NHF-IFH","   Urban areas - ","Indirect appeal","UNHCR","Yes","2","1705",3,"# of benef","Amman Governorate","Center","Host Community"
"6970","PROTECTION","31/03/2015","Community Empowered; Services to Vuln","[REF2.1]Info on services; Participation","# participating in information sessions or receiving information about services","Host Community Boys (Age 0-17) # participating in information sessions or receiving information about services","AMMAN","Boys","CARE","   Urban areas - ","Direct appeal","None - Fund direct from Donors","Yes","2","1705",281,"# of benef","Amman Governorate","Center","Host Community"
"6971","PROTECTION","31/03/2015","Community Empowered; Services to Vuln","[REF2.1]Info on services; Participation","# participating in information sessions or receiving information about services","Urban/Rural Syrian Men (Age 18 and above) # participating in information sessions or receiving information about services","IRBID","Men","CARE","   Urban areas - ","Direct appeal","None - Fund direct from Donors","Yes","1","1707",650,"# of benef","Irbid City","North","Urban"
"6972","PROTECTION","28/02/2015","Community Empowered; Services to Vuln","[REF2.1]Info on services; Participation","# participating in information sessions or receiving information about services","Urban/Rural Syrian Boys (Age 0-17) # participating in information sessions or receiving information about services",,"Boys","CARE","   Urban areas - ","Direct appeal","None - Fund direct from Donors","Yes",,,3045,"# of benef","Zarqa",,"Urban"
"6973","PROTECTION","28/02/2015","Community Empowered; Services to Vuln","[REF2.1]Info on services; Participation","# participating in information sessions or receiving information about services","Camps Syrian Boys (Age 0-17) # participating in information sessions or receiving information about services","ZaatariCamp","Boys","HI","Camp    - ","Direct appeal","None - Fund direct from Donors","Yes","1","1711",95,"# of benef","Zaatari Camp (all district)","North","Camp"
"6974","PROTECTION","31/03/2015","Community Empowered; Services to Vuln","[REF2.1]Info on services; Participation","# participating in information sessions or receiving information about services","Host Community Men (Age 18 and above) # participating in information sessions or receiving information about services","AMMAN","Men","HI","  Other[Villages, Rural areas]Urban areas - ","Direct appeal","None - Fund direct from Donors","Yes","2","1705",196,"# of benef","Amman Governorate","Center","Host Community"
"6975","PROTECTION","28/02/2015","Community Empowered; Services to Vuln","[REF2.1]Info on services; Participation","# participating in information sessions or receiving information about services","Camps Syrian Girls (Age 0-17) # participating in information sessions or receiving information about services","IRBID","Girls","NHF-IFH","Camp    - ","Indirect appeal","UNHCR","Yes","1","1707",18,"# of benef","King Abdullah Park Refugee Center","North","Camp"
"6976","PROTECTION","28/02/2015","Community Empowered; Services to Vuln","[REF2.1]Info on services; Participation","# participating in information sessions or receiving information about services","Host Community Boys (Age 0-17) # participating in information sessions or receiving information about services","AMMAN","Boys","DRC","   Urban areas - ","Direct appeal","None - Fund direct from Donors","Yes","2","1705",1,"# of benef","Liwa Qasabat Amman","Center","Host Community"
"6977","PROTECTION","28/02/2015","Community Empowered; Services to Vuln","[REF2.1]Info on services; Participation","# participating in information sessions or receiving information about services","Host Community Men (Age 18 and above) # participating in information sessions or receiving information about services","IRBID","Men","HI","  Other[Villages, Rural areas]Urban areas - ","Direct appeal","None - Fund direct from Donors","Yes","1","1707",227,"# of benef","Irbid Governorate","North","Host Community"
"6978","PROTECTION","31/01/2015","Community Empowered; Services to Vuln","[REF2.1]Info on services; Participation","# participating in information sessions or receiving information about services","Host Community Girls (Age 0-17) # participating in information sessions or receiving information about services","AMMAN","Girls","HI","  Other[Villages, Rural areas]Urban areas - ","Direct appeal","None - Fund direct from Donors","Yes","2","1705",32,"# of benef","Amman Governorate","Center","Host Community"
"6979","PROTECTION","28/02/2015","Community Empowered; Services to Vuln","[REF2.1]Info on services; Participation","# participating in information sessions or receiving information about services","Urban/Rural Syrian Women (Age 18 and above) # participating in information sessions or receiving information about services","IRBID","Women","Intersos","   Urban areas - ","Direct appeal","None - Fund direct from Donors","Yes","1","1707",382,"# of benef","Irbid City","North","Urban"
"6980","PROTECTION","31/01/2015","Community Empowered; Services to Vuln","[REF2.1]Info on services; Participation","# participating in information sessions or receiving information about services","Host Community Women (Age 18 and above) # participating in information sessions or receiving information about services","IRBID","Women","Intersos","   Urban areas - ","Direct appeal","None - Fund direct from Donors","Yes","1","1707",90,"# of benef","Irbid City","North","Host Community"
"6981","PROTECTION","31/03/2015","Community Empowered; Services to Vuln","[REF2.1]Info on services; Participation","# participating in information sessions or receiving information about services","Host Community Women (Age 18 and above) # participating in information sessions or receiving information about services","IRBID","Women","HI","  Other[Villages, Rural areas]Urban areas - ","Direct appeal","None - Fund direct from Donors","Yes","1","1707",316,"# of benef","Irbid Governorate","North","Host Community"
"6982","PROTECTION","31/03/2015","Community Empowered; Services to Vuln","[REF2.1]Info on services; Participation","# participating in information sessions or receiving information about services","Urban/Rural Syrian Girls (Age 0-17) # participating in information sessions or receiving information about services","MAAN","Girls","DRC","  Other[Villages, Rural areas]Urban areas - ","Direct appeal","None - Fund direct from Donors","Yes","3","1709",3,"# of benef","Maan City","South","Urban"
"6983","PROTECTION","31/03/2015","Community Empowered; Services to Vuln","[REF2.1]Info on services; Participation","# participating in information sessions or receiving information about services","Urban/Rural Syrian Boys (Age 0-17) # participating in information sessions or receiving information about services","ZARQA","Boys","HI","  Other[Villages, Rural areas]Urban areas - ","Direct appeal","None - Fund direct from Donors","Yes","1","1712",16,"# of benef","Zarqa Governorate","North","Urban"
"6984","PROTECTION","28/02/2015","Community Empowered; Services to Vuln","[REF2.1]Info on services; Participation","# participating in information sessions or receiving information about services","Urban/Rural Syrian Boys (Age 0-17) # participating in information sessions or receiving information about services","JARASH","Boys","HI","  Other[Villages, Rural areas]Urban areas - ","Direct appeal","None - Fund direct from Donors","Yes","1","1708",17,"# of benef","Jarash Governorate","North","Urban"
"6985","PROTECTION","31/03/2015","Community Empowered; Services to Vuln","[REF2.1]Info on services; Participation","# participating in information sessions or receiving information about services","Camps Syrian Women (Age 18 and above) # participating in information sessions or receiving information about services","ZaatariCamp","Women","HI","Camp    - ","Direct appeal","None - Fund direct from Donors","Yes","1","1711",69,"# of benef","Zaatari Camp (all district)","North","Camp"
"6986","PROTECTION","31/03/2015","Community Empowered; Services to Vuln","[REF2.1]Info on services; Participation","# participating in information sessions or receiving information about services","Urban/Rural Syrian Boys (Age 0-17) # participating in information sessions or receiving information about services","MAAN","Boys","DRC","  Other[Villages, Rural areas]Urban areas - ","Direct appeal","None - Fund direct from Donors","Yes","3","1709",2,"# of benef","Maan City","South","Urban"
"6987","PROTECTION","28/02/2015","Community Empowered; Services to Vuln","[REF2.1]Info on services; Participation","# participating in information sessions or receiving information about services","Camps Syrian Men (Age 18 and above) # participating in information sessions or receiving information about services","ZaatariCamp","Men","NHF-IFH","Camp    - ","Indirect appeal","UNHCR","Yes","1","1711",42,"# of benef","Zaatari Camp (all district)","North","Camp"
"6988","PROTECTION","31/03/2015","Community Empowered; Services to Vuln","[REF2.1]Info on services; Participation","# participating in information sessions or receiving information about services","Urban/Rural Syrian Girls (Age 0-17) # participating in information sessions or receiving information about services","BALQA","Girls","NHF-IFH","   Urban areas - ","Indirect appeal","UNFPA","Yes","2","1702",11,"# of benef","Liwa Dayr Alla","Center","Urban"
"6989","PROTECTION","31/01/2015","Community Empowered; Services to Vuln","[REF2.1]Info on services; Participation","# participating in information sessions or receiving information about services","Host Community Men (Age 18 and above) # participating in information sessions or receiving information about services","AMMAN","Men","NHF-IFH","   Urban areas - ","Indirect appeal","UNHCR","Yes","2","1705",62,"# of benef","Amman Governorate","Center","Host Community"
"6990","PROTECTION","31/01/2015","Community Empowered; Services to Vuln","[REF2.2]Community Self-Mngmt","# participating in Youth Committees","Urban/Rural Syrian Women (Age 18 and above) # participating in Youth Committees","IRBID","Women","TDH","  Other[Villages, Rural areas]  - ","Indirect appeal","UNICEF","Yes","1","1707",10,"# of benef","Liwa Bani Kinanah","North","Urban"
"6991","PROTECTION","28/02/2015","Community Empowered; Services to Vuln","[REF2.2]Community Self-Mngmt","# participating in Youth Committees","Camps Syrian Men (Age 18 and above) # participating in Youth Committees","AzraqCamp","Men","CARE","Camp    - ","Indirect appeal","UNHCR","Yes","1","1712",54,"# of benef","Azraq Camp","North","Camp"
"6992","PROTECTION","31/01/2015","Community Empowered; Services to Vuln","[REF2.2]Community Self-Mngmt","# participating in Youth Committees","Camps Syrian Men (Age 18 and above) # participating in Youth Committees","ZaatariCamp","Men","IRD","Camp    - ","Indirect appeal","UNHCR","Yes","1","1711",42,"# of benef","Zaatari Camp (all district)","North","Camp"
"6993","PROTECTION","31/01/2015","Community Empowered; Services to Vuln","[REF2.2]Community Self-Mngmt","# participating in Youth Committees","Camps Syrian Boys (Age 0-17) # participating in Youth Committees","ZARQA","Boys","TDH","Camp    - ","Indirect appeal","UNICEF","Yes","1","1712",20,"# of benef","Emirati Jordanian Camp (EJC)","North","Camp"
"6994","PROTECTION","31/01/2015","Community Empowered; Services to Vuln","[REF2.2]Community Self-Mngmt","# participating in Youth Committees","Camps Syrian Women (Age 18 and above) # participating in Youth Committees","ZaatariCamp","Women","IRD","Camp    - ","Indirect appeal","UNHCR","Yes","1","1711",20,"# of benef","Zaatari Camp (all district)","North","Camp"
"6995","PROTECTION","31/01/2015","Community Empowered; Services to Vuln","[REF2.2]Community Self-Mngmt","# participating in Youth Committees","Host Community Women (Age 18 and above) # participating in Youth Committees","IRBID","Women","TDH","  Other[Villages, Rural areas]  - ","Indirect appeal","UNICEF","Yes","1","1707",19,"# of benef","Liwa Bani Kinanah","North","Host Community"
"6996","PROTECTION","31/03/2015","Community Empowered; Services to Vuln","[REF2.2]Community Self-Mngmt","# participating in Youth Committees","Camps Syrian Women (Age 18 and above) # participating in Youth Committees","AzraqCamp","Women","CARE","Camp    - ","Indirect appeal","UNHCR","Yes","1","1712",15,"# of benef","Azraq Camp","North","Camp"
"6997","PROTECTION","31/01/2015","Community Empowered; Services to Vuln","[REF2.2]Community Self-Mngmt","# participating in Youth Committees","Camps Syrian Girls (Age 0-17) # participating in Youth Committees","ZARQA","Girls","TDH","Camp    - ","Indirect appeal","UNICEF","Yes","1","1712",28,"# of benef","Emirati Jordanian Camp (EJC)","North","Camp"
