"","Governorate","siteId","activityId","locationId","location","partnerId","Partner","activity","activityCategory","indicatorId","Value","Indicator","month","database","indicatorCategory","Units","month.1","region.x","district","subdistrict","refugee.camps","camp.districts","comments","appeal","Fundedby","allocation","Camp","ITS","Other","Urban","Category","sector","gcode","gov","rcode","region","StartDate","men","women","boy","girl","Gender","SiteType"
"19310","Mafraq",182456939,4054,637337121,"Zaatari Camp (all district)",1030,"SC Jordan","1. Benefit from formal educ (prim & sec)","EDUCATION-1. Access to appropriate opportunities",23546,222,"Syrian Girls in Camp - # provided with information relevant for education and assisted with referral services","2014-10",1064,"Referral services","Individual","2014-10","North","Badiah Shamaliyah Gharbiyah","Al Khaldyah","Zaatari Camp",,"","Indirect appeal","UNICEF","No","Camp"," "," "," ","1. Access to appropriate opportunities","EDUCATION","1711","MAFRAQ","1","North","01/10/2014","","","","Girls","Girls","Camp    - "
"19314","Mafraq",182456939,4054,637337121,"Zaatari Camp (all district)",1030,"SC Jordan","1. Benefit from formal educ (prim & sec)","EDUCATION-1. Access to appropriate opportunities",23547,416,"Syrian Boys in Camp - # provided with information relevant for education and assisted with referral services","2014-12",1064,"Referral services","Individual","2014-12","North","Badiah Shamaliyah Gharbiyah","Al Khaldyah","Zaatari Camp",,"","Indirect appeal","UNICEF","No","Camp"," "," "," ","1. Access to appropriate opportunities","EDUCATION","1711","MAFRAQ","1","North","01/12/2014","","","Boys","","Boys","Camp    - "
"19339","Mafraq",1734890624,4055,1048500186,"Mafraq Governorate",8,"Caritas","2. Benefit  informal/non-formal/lifeskills","EDUCATION-1. Access to appropriate opportunities",23562,49,"Syrian Boys in Camp benefiting from alternative education service such as non-formal education","2014-02",1064,"Alternative education","Individual","2014-02","North",,,,,"","Direct appeal","None","Yes"," "," "," ","Urban areas","1. Access to appropriate opportunities","EDUCATION","1711","MAFRAQ","1","North","01/02/2014","","","Boys","","Boys","   Urban areas - "
"19340","Mafraq",1353525838,4055,2071552070,"Zaatari District 12",1026,"NICCOD","2. Benefit  informal/non-formal/lifeskills","EDUCATION-1. Access to appropriate opportunities",23559,17,"Syrian Girls in Camp  benefiting from alternative education service such as informal education and life skills","2014-10",1064,"Informal education and life skills","Individual","2014-10","North","Badiah Shamaliyah Gharbiyah","Al Khaldyah","Zaatari Camp","District 12","","Appeal outside of RRP6","None","No","Camp"," "," "," ","1. Access to appropriate opportunities","EDUCATION","1711","MAFRAQ","1","North","01/10/2014","","","","Girls","Girls","Camp    - "
"19372","Mafraq",868884653,4060,302580027,"Liwa al Badiyah ash Shamaliyah al Gharbiyah",293,"UNESCO","2. Training of education service providers","EDUCATION-2. Learning environment",23612,119,"# of in-service teachers and other education service providers trained during the month","2014-03",1064,"RRP6 - Performance Indicators","#","2014-03","North","Badiah Shamaliyah Gharbiyah","Al Badyeh shamalyah Al gharbyah",,,"Refreshers from teachers. Training implemented by QRTA. ","Direct appeal","UNESCO","Yes"," "," "," ","Urban areas","2. Learning environment","EDUCATION","1711","MAFRAQ","1","North","01/03/2014","","","","","","   Urban areas - "
"19382","Mafraq",1685079862,4061,637337121,"Zaatari Camp (all district)",1030,"SC Jordan","3. Provision of education supplies","EDUCATION-2. Learning environment",23615,8600,"Syrian Girls in Camp provided with individual education kits (school bags and stationery)","2014-05",1064,"RRP6 - Performance Indicators","Individual","2014-05","North","Badiah Shamaliyah Gharbiyah","Al Khaldyah","Zaatari Camp",,"SCJ in partenrship with UNICEF is distributing School supplies for students for the three schools of Zaatari.
school supplies are: school bags, Stationary..etc.
the number reported in May 14 is the accumulative number of distributed stationary in March, April and May ","Indirect appeal","UNICEF","Yes","Camp"," "," "," ","2. Learning environment","EDUCATION","1711","MAFRAQ","1","North","01/05/2014","","","","Girls","Girls","Camp    - "
"19391","Mafraq",1773214271,4055,1590565828,"Zaatari District 9",1024,"WarChild UK","2. Benefit  informal/non-formal/lifeskills","EDUCATION-1. Access to appropriate opportunities",23559,25,"Syrian Girls in Camp  benefiting from alternative education service such as informal education and life skills","2014-02",1064,"Informal education and life skills","Individual","2014-02","North","Badiah Shamaliyah Gharbiyah","Al Khaldyah","Zaatari Camp","District 9","Basic literacy and numeracy for boys and girls age 7-15","Direct appeal","None","Yes","Camp"," "," "," ","1. Access to appropriate opportunities","EDUCATION","1711","MAFRAQ","1","North","01/02/2014","","","","Girls","Girls","Camp    - "
"19410","Mafraq",807463586,4061,1048500186,"Mafraq Governorate",146,"LWF","3. Provision of education supplies","EDUCATION-2. Learning environment",23619,324,"Syrian Girls in Urban provided with individual education kits (school bags and stationery)","2014-08",1064,"RRP6 - Performance Indicators","Individual","2014-08","North",,,,,"","Appeal outside of RRP6","None","Yes"," "," "," ","Urban areas","2. Learning environment","EDUCATION","1711","MAFRAQ","1","North","01/08/2014","","","","Girls","Girls","   Urban areas - "
"19411","Mafraq",807463586,4061,1048500186,"Mafraq Governorate",146,"LWF","3. Provision of education supplies","EDUCATION-2. Learning environment",23621,200,"Syrian Boys in Urban provided with individual education kits (school bags and stationery)","2014-08",1064,"RRP6 - Performance Indicators","Individual","2014-08","North",,,,,"","Appeal outside of RRP6","None","Yes"," "," "," ","Urban areas","2. Learning environment","EDUCATION","1711","MAFRAQ","1","North","01/08/2014","","","Boys","","Boys","   Urban areas - "
"19412","Mafraq",807463586,4061,1048500186,"Mafraq Governorate",146,"LWF","3. Provision of education supplies","EDUCATION-2. Learning environment",23622,100,"Girls - Other affected Population provided with at least one set of uniform or basic students' clothing","2014-09",1064,"RRP6 - Performance Indicators","Individual","2014-09","North",,,,,"","Appeal outside of RRP6","None","Yes"," "," "," ","Urban areas","2. Learning environment","EDUCATION","1711","MAFRAQ","1","North","01/09/2014","","","","Girls","Girls","   Urban areas - "
"19429","Mafraq",976219241,4061,405402319,"Zaatari District 10",20,"NRC","3. Provision of education supplies","EDUCATION-2. Learning environment",23615,193,"Syrian Girls in Camp provided with individual education kits (school bags and stationery)","2014-10",1064,"RRP6 - Performance Indicators","Individual","2014-10","North","Badiah Shamaliyah Gharbiyah","Al Khaldyah","Zaatari Camp","District 10","Provision of education learning materials to children and youth","Direct appeal","None","Yes","Camp"," "," "," ","2. Learning environment","EDUCATION","1711","MAFRAQ","1","North","01/10/2014","","","","Girls","Girls","Camp    - "
"19430","Mafraq",976219241,4061,405402319,"Zaatari District 10",20,"NRC","3. Provision of education supplies","EDUCATION-2. Learning environment",23616,20,"Syrian Boys in Camp provided with at least one set of uniform or basic students' clothing","2014-05",1064,"RRP6 - Performance Indicators","Individual","2014-05","North","Badiah Shamaliyah Gharbiyah","Al Khaldyah","Zaatari Camp","District 10","Provision of education learning materials to children and youth","Direct appeal","None","Yes","Camp"," "," "," ","2. Learning environment","EDUCATION","1711","MAFRAQ","1","North","01/05/2014","","","Boys","","Boys","Camp    - "
"19431","Mafraq",976219241,4061,405402319,"Zaatari District 10",20,"NRC","3. Provision of education supplies","EDUCATION-2. Learning environment",23617,43,"Syrian Boys in Camp provided with individual education kits (school bags and stationery)","2014-11",1064,"RRP6 - Performance Indicators","Individual","2014-11","North","Badiah Shamaliyah Gharbiyah","Al Khaldyah","Zaatari Camp","District 10","Provision of education learning materials to children and youth","Direct appeal","None","Yes","Camp"," "," "," ","2. Learning environment","EDUCATION","1711","MAFRAQ","1","North","01/11/2014","","","Boys","","Boys","Camp    - "
"19433","Mafraq",976219241,4061,405402319,"Zaatari District 10",20,"NRC","3. Provision of education supplies","EDUCATION-2. Learning environment",23615,457,"Syrian Girls in Camp provided with individual education kits (school bags and stationery)","2014-06",1064,"RRP6 - Performance Indicators","Individual","2014-06","North","Badiah Shamaliyah Gharbiyah","Al Khaldyah","Zaatari Camp","District 10","Provision of education learning materials to children and youth","Direct appeal","None","Yes","Camp"," "," "," ","2. Learning environment","EDUCATION","1711","MAFRAQ","1","North","01/06/2014","","","","Girls","Girls","Camp    - "
"19434","Mafraq",976219241,4061,405402319,"Zaatari District 10",20,"NRC","3. Provision of education supplies","EDUCATION-2. Learning environment",23617,324,"Syrian Boys in Camp provided with individual education kits (school bags and stationery)","2014-01",1064,"RRP6 - Performance Indicators","Individual","2014-01","North","Badiah Shamaliyah Gharbiyah","Al Khaldyah","Zaatari Camp","District 10","Provision of education learning materials to children and youth","Direct appeal","None","Yes","Camp"," "," "," ","2. Learning environment","EDUCATION","1711","MAFRAQ","1","North","01/01/2014","","","Boys","","Boys","Camp    - "
"19435","Mafraq",976219241,4061,405402319,"Zaatari District 10",20,"NRC","3. Provision of education supplies","EDUCATION-2. Learning environment",23617,33,"Syrian Boys in Camp provided with individual education kits (school bags and stationery)","2014-08",1064,"RRP6 - Performance Indicators","Individual","2014-08","North","Badiah Shamaliyah Gharbiyah","Al Khaldyah","Zaatari Camp","District 10","Provision of education learning materials to children and youth","Direct appeal","None","Yes","Camp"," "," "," ","2. Learning environment","EDUCATION","1711","MAFRAQ","1","North","01/08/2014","","","Boys","","Boys","Camp    - "
"19460","Mafraq",1544489930,4054,1987219087,"Zaatari District 8",941,"RI","1. Benefit from formal educ (prim & sec)","EDUCATION-1. Access to appropriate opportunities",23558,41,"# of newly recruited teachers and administrative staff mobilized to serve Syrian refugee children","2014-04",1064,"RRP6 - Performance Indicators","#","2014-04","North","Badiah Shamaliyah Gharbiyah","Al Khaldyah","Zaatari Camp","District 8","- Project name: Emergency Remedial Education Assistance for Syrian Refugees in Za’atari, CC, KAP and Azraq Camps.
- Funded by: UNICEF.","Indirect appeal","UNICEF","Yes","Camp"," "," "," ","1. Access to appropriate opportunities","EDUCATION","1711","MAFRAQ","1","North","01/04/2014","","","","","","Camp    - "
"19470","Mafraq",812141200,4054,1301653537,"Liwa Qasabat al Mafraq",754,"ICCS","1. Benefit from formal educ (prim & sec)","EDUCATION-1. Access to appropriate opportunities",23544,9,"Girls - Other affected Population- # who attend remedial and catch-up classes","2014-04",1064,"Remedial  classes","Individual","2014-04","North","Mafraq Qasabah",,,,"","Indirect appeal","UNICEF","Yes"," "," "," ","Urban areas","1. Access to appropriate opportunities","EDUCATION","1711","MAFRAQ","1","North","01/04/2014","","","","Girls","Girls","   Urban areas - "
"19483","Mafraq",812141200,4054,1301653537,"Liwa Qasabat al Mafraq",754,"ICCS","1. Benefit from formal educ (prim & sec)","EDUCATION-1. Access to appropriate opportunities",23545,8,"Boys - Other affected Population- # who attend remedial and catch-up classes","2014-09",1064,"Remedial  classes","Individual","2014-09","North","Mafraq Qasabah",,,,"","Indirect appeal","UNICEF","Yes"," "," "," ","Urban areas","1. Access to appropriate opportunities","EDUCATION","1711","MAFRAQ","1","North","01/09/2014","","","Boys","","Boys","   Urban areas - "
"19485","Mafraq",812141200,4054,1301653537,"Liwa Qasabat al Mafraq",754,"ICCS","1. Benefit from formal educ (prim & sec)","EDUCATION-1. Access to appropriate opportunities",23542,201,"Syrian Girls in Urban- # who attend remedial and catch-up classes","2014-07",1064,"Remedial  classes","Individual","2014-07","North","Mafraq Qasabah",,,,"","Indirect appeal","UNICEF","Yes"," "," "," ","Urban areas","1. Access to appropriate opportunities","EDUCATION","1711","MAFRAQ","1","North","01/07/2014","","","","Girls","Girls","   Urban areas - "
"19499","Mafraq",640283389,4055,1048500186,"Mafraq Governorate",436,"WVI","2. Benefit  informal/non-formal/lifeskills","EDUCATION-1. Access to appropriate opportunities",23569,55,"Girls - Other affected Population benefiting from alternative education service such as informal education and life skills","2014-06",1064,"Informal education and life skills","Individual","2014-06","North",,,,,"WVI is running 2 Child Friendly Spaces (CFS) in Mafraq. The projects is funded by DFATD. ","Appeal outside of RRP6","None","No"," "," "," ","Urban areas","1. Access to appropriate opportunities","EDUCATION","1711","MAFRAQ","1","North","01/06/2014","","","","Girls","Girls","   Urban areas - "
"19500","Mafraq",640283389,4055,1048500186,"Mafraq Governorate",436,"WVI","2. Benefit  informal/non-formal/lifeskills","EDUCATION-1. Access to appropriate opportunities",23565,148,"Syrian Girls in Urban benefiting from alternative education service such as informal education and life skills","2014-06",1064,"Informal education and life skills","Individual","2014-06","North",,,,,"WVI is running 2 Child Friendly Spaces (CFS) in Mafraq. The projects is funded by DFATD. ","Appeal outside of RRP6","None","No"," "," "," ","Urban areas","1. Access to appropriate opportunities","EDUCATION","1711","MAFRAQ","1","North","01/06/2014","","","","Girls","Girls","   Urban areas - "
"19501","Mafraq",640283389,4055,1048500186,"Mafraq Governorate",436,"WVI","2. Benefit  informal/non-formal/lifeskills","EDUCATION-1. Access to appropriate opportunities",23567,59,"Boys - Other affected Population benefiting from alternative education service such as informal education and life skills","2014-05",1064,"Informal education and life skills","Individual","2014-05","North",,,,,"WVI is running 2 Child Friendly Spaces (CFS) in Mafraq. The projects is funded by DFATD. ","Appeal outside of RRP6","None","No"," "," "," ","Urban areas","1. Access to appropriate opportunities","EDUCATION","1711","MAFRAQ","1","North","01/05/2014","","","Boys","","Boys","   Urban areas - "
"19502","Mafraq",640283389,4055,1048500186,"Mafraq Governorate",436,"WVI","2. Benefit  informal/non-formal/lifeskills","EDUCATION-1. Access to appropriate opportunities",23563,141,"Syrian Boys in Urban benefiting from alternative education service such as informal education and life skills","2014-05",1064,"Informal education and life skills","Individual","2014-05","North",,,,,"WVI is running 2 Child Friendly Spaces (CFS) in Mafraq. The projects is funded by DFATD. ","Appeal outside of RRP6","None","No"," "," "," ","Urban areas","1. Access to appropriate opportunities","EDUCATION","1711","MAFRAQ","1","North","01/05/2014","","","Boys","","Boys","   Urban areas - "
"19503","Mafraq",640283389,4055,1048500186,"Mafraq Governorate",436,"WVI","2. Benefit  informal/non-formal/lifeskills","EDUCATION-1. Access to appropriate opportunities",23567,49,"Boys - Other affected Population benefiting from alternative education service such as informal education and life skills","2014-06",1064,"Informal education and life skills","Individual","2014-06","North",,,,,"WVI is running 2 Child Friendly Spaces (CFS) in Mafraq. The projects is funded by DFATD. ","Appeal outside of RRP6","None","No"," "," "," ","Urban areas","1. Access to appropriate opportunities","EDUCATION","1711","MAFRAQ","1","North","01/06/2014","","","Boys","","Boys","   Urban areas - "
"19507","Mafraq",640283389,4055,1048500186,"Mafraq Governorate",436,"WVI","2. Benefit  informal/non-formal/lifeskills","EDUCATION-1. Access to appropriate opportunities",23567,58,"Boys - Other affected Population benefiting from alternative education service such as informal education and life skills","2014-07",1064,"Informal education and life skills","Individual","2014-07","North",,,,,"WVI is running 2 Child Friendly Spaces (CFS) in Mafraq. The projects is funded by DFATD. ","Appeal outside of RRP6","None","No"," "," "," ","Urban areas","1. Access to appropriate opportunities","EDUCATION","1711","MAFRAQ","1","North","01/07/2014","","","Boys","","Boys","   Urban areas - "
"19510","Mafraq",640283389,4055,1048500186,"Mafraq Governorate",436,"WVI","2. Benefit  informal/non-formal/lifeskills","EDUCATION-1. Access to appropriate opportunities",23569,57,"Girls - Other affected Population benefiting from alternative education service such as informal education and life skills","2014-07",1064,"Informal education and life skills","Individual","2014-07","North",,,,,"WVI is running 2 Child Friendly Spaces (CFS) in Mafraq. The projects is funded by DFATD. ","Appeal outside of RRP6","None","No"," "," "," ","Urban areas","1. Access to appropriate opportunities","EDUCATION","1711","MAFRAQ","1","North","01/07/2014","","","","Girls","Girls","   Urban areas - "
"19557","Mafraq",1534934868,4055,229511944,"Zaatari District 4",912,"Questcope","2. Benefit  informal/non-formal/lifeskills","EDUCATION-1. Access to appropriate opportunities",23561,175,"Syrian Boys in Camp benefiting from alternative education service such as informal education and life skills","2014-08",1064,"Informal education and life skills","Individual","2014-08","North","Badiah Shamaliyah Gharbiyah","Al Khaldyah","Zaatari Camp","District 4","Mentoring activities will be implemented in partnership with UNESCO.","Indirect appeal","UNESCO","Yes","Camp"," "," "," ","1. Access to appropriate opportunities","EDUCATION","1711","MAFRAQ","1","North","01/08/2014","","","Boys","","Boys","Camp    - "
"19558","Mafraq",1534934868,4055,229511944,"Zaatari District 4",912,"Questcope","2. Benefit  informal/non-formal/lifeskills","EDUCATION-1. Access to appropriate opportunities",23561,175,"Syrian Boys in Camp benefiting from alternative education service such as informal education and life skills","2014-07",1064,"Informal education and life skills","Individual","2014-07","North","Badiah Shamaliyah Gharbiyah","Al Khaldyah","Zaatari Camp","District 4","Mentoring activities will be implemented in partnership with UNESCO.","Indirect appeal","UNESCO","Yes","Camp"," "," "," ","1. Access to appropriate opportunities","EDUCATION","1711","MAFRAQ","1","North","01/07/2014","","","Boys","","Boys","Camp    - "
"19591","Mafraq",422980856,4058,405402319,"Zaatari District 10",20,"NRC","5. Youth benefit from post-basic & higher ed","EDUCATION-1. Access to appropriate opportunities",23594,389,"Syrian Boys in Camp - #  provided with post-basic education","2014-10",1064,"RRP6 - Performance Indicators","Individual","2014-10","North","Badiah Shamaliyah Gharbiyah","Al Khaldyah","Zaatari Camp","District 10","Provision of youth post basic and skills development programmes","Direct appeal","None","Yes","Camp"," "," "," ","1. Access to appropriate opportunities","EDUCATION","1711","MAFRAQ","1","North","01/10/2014","","","Boys","","Boys","Camp    - "
"19592","Mafraq",422980856,4058,405402319,"Zaatari District 10",20,"NRC","5. Youth benefit from post-basic & higher ed","EDUCATION-1. Access to appropriate opportunities",23592,141,"Syrian Girls in Camp - #  provided with post-basic education","2014-07",1064,"RRP6 - Performance Indicators","Individual","2014-07","North","Badiah Shamaliyah Gharbiyah","Al Khaldyah","Zaatari Camp","District 10","Provision of youth post basic and skills development programmes","Direct appeal","None","Yes","Camp"," "," "," ","1. Access to appropriate opportunities","EDUCATION","1711","MAFRAQ","1","North","01/07/2014","","","","Girls","Girls","Camp    - "
"19599","Mafraq",2118486068,4055,938411203,"Zaatari District 3",1013,"KnK","2. Benefit  informal/non-formal/lifeskills","EDUCATION-1. Access to appropriate opportunities",23559,5019,"Syrian Girls in Camp  benefiting from alternative education service such as informal education and life skills","2014-12",1064,"Informal education and life skills","Individual","2014-12","North","Badiah Shamaliyah Gharbiyah","Al Khaldyah","Zaatari Camp","District 3","","Indirect appeal","UNICEF","Yes","Camp"," "," "," ","1. Access to appropriate opportunities","EDUCATION","1711","MAFRAQ","1","North","01/12/2014","","","","Girls","Girls","Camp    - "
"19632","Mafraq",1260304147,4057,637337121,"Zaatari Camp (all district)",775,"IFH/NHF ","4. Children with specific needs","EDUCATION-1. Access to appropriate opportunities",23587,17,"Syrian Boys in Camp with specific needs provided with inclusive education and psychosocial services","2014-05",1064,"RRP6 - Performance Indicators","Individual","2014-05","North","Badiah Shamaliyah Gharbiyah","Al Khaldyah","Zaatari Camp",,"Project Title: Provision of multidisciplinary services for Refugees and Asylum Seekers in Jordan (Syrian) 

Target group:
1-the vulnerable group of Syrian refugee families registered with the UNHCR, especially those with special needs, women, children, the elderly in the community and in the refugee camps.
2-The Community based organizations CBO’s Implementing partners 
Funded By: The UN Refugee Agency UNHCR
Activities: 
1-To provide rehabilitation services and psycho-social support for children with disabilities from mental disabilities and physical- minor to moderate-, learning difficulties and problems of language and speech therapy, and physical therapy sessions. And provide advising sessions for their parents. And provide children in need with hearing aids.
","Indirect appeal","UNHCR","Yes","Camp"," "," "," ","1. Access to appropriate opportunities","EDUCATION","1711","MAFRAQ","1","North","01/05/2014","","","Boys","","Boys","Camp    - "
"19633","Mafraq",1260304147,4057,637337121,"Zaatari Camp (all district)",775,"IFH/NHF ","4. Children with specific needs","EDUCATION-1. Access to appropriate opportunities",23587,17,"Syrian Boys in Camp with specific needs provided with inclusive education and psychosocial services","2014-02",1064,"RRP6 - Performance Indicators","Individual","2014-02","North","Badiah Shamaliyah Gharbiyah","Al Khaldyah","Zaatari Camp",,"Project Title: Provision of multidisciplinary services for Refugees and Asylum Seekers in Jordan (Syrian) 

Target group:
1-the vulnerable group of Syrian refugee families registered with the UNHCR, especially those with special needs, women, children, the elderly in the community and in the refugee camps.
2-The Community based organizations CBO’s Implementing partners 
Funded By: The UN Refugee Agency UNHCR
Activities: 
1-To provide rehabilitation services and psycho-social support for children with disabilities from mental disabilities and physical- minor to moderate-, learning difficulties and problems of language and speech therapy, and physical therapy sessions. And provide advising sessions for their parents. And provide children in need with hearing aids.
","Indirect appeal","UNHCR","Yes","Camp"," "," "," ","1. Access to appropriate opportunities","EDUCATION","1711","MAFRAQ","1","North","01/02/2014","","","Boys","","Boys","Camp    - "
"19660","Mafraq",1210843675,4055,938411203,"Zaatari District 3",941,"RI","2. Benefit  informal/non-formal/lifeskills","EDUCATION-1. Access to appropriate opportunities",23559,71,"Syrian Girls in Camp  benefiting from alternative education service such as informal education and life skills","2014-11",1064,"Informal education and life skills","Individual","2014-11","North","Badiah Shamaliyah Gharbiyah","Al Khaldyah","Zaatari Camp","District 3","- Project name: Emergency Remedial Education Assistance for Syrian Refugees in Za’atari, CC, KAP and Azraq Camps.
- Funded by: UNICEF.","Indirect appeal","UNICEF","Yes","Camp"," "," "," ","1. Access to appropriate opportunities","EDUCATION","1711","MAFRAQ","1","North","01/11/2014","","","","Girls","Girls","Camp    - "
"19662","Mafraq",1210843675,4055,938411203,"Zaatari District 3",941,"RI","2. Benefit  informal/non-formal/lifeskills","EDUCATION-1. Access to appropriate opportunities",23561,182,"Syrian Boys in Camp benefiting from alternative education service such as informal education and life skills","2014-01",1064,"Informal education and life skills","Individual","2014-01","North","Badiah Shamaliyah Gharbiyah","Al Khaldyah","Zaatari Camp","District 3","- Project name: Emergency Remedial Education Assistance for Syrian Refugees in Za’atari, CC, KAP and Azraq Camps.
- Funded by: UNICEF.","Indirect appeal","UNICEF","Yes","Camp"," "," "," ","1. Access to appropriate opportunities","EDUCATION","1711","MAFRAQ","1","North","01/01/2014","","","Boys","","Boys","Camp    - "
"19706","Mafraq",1734890624,4055,1048500186,"Mafraq Governorate",8,"Caritas","2. Benefit  informal/non-formal/lifeskills","EDUCATION-1. Access to appropriate opportunities",23562,49,"Syrian Boys in Camp benefiting from alternative education service such as non-formal education","2014-03",1064,"Alternative education","Individual","2014-03","North",,,,,"","Direct appeal","None","Yes"," "," "," ","Urban areas","1. Access to appropriate opportunities","EDUCATION","1711","MAFRAQ","1","North","01/03/2014","","","Boys","","Boys","   Urban areas - "
"19707","Mafraq",453206795,4057,1370683219,"Zaatari District 5",481,"MC","4. Children with specific needs","EDUCATION-1. Access to appropriate opportunities",23587,221,"Syrian Boys in Camp with specific needs provided with inclusive education and psychosocial services","2014-01",1064,"RRP6 - Performance Indicators","Individual","2014-01","North","Badiah Shamaliyah Gharbiyah","Al Khaldyah","Zaatari Camp","District 5","Promoting inclusive education for children with disabilities, building teachers capacity, refurbishing resource rooms, providing transportation and equipment, after-school program","Indirect appeal","UNICEF","Yes","Camp"," "," "," ","1. Access to appropriate opportunities","EDUCATION","1711","MAFRAQ","1","North","01/01/2014","","","Boys","","Boys","Camp    - "
"19758","Mafraq",1773214271,4055,1590565828,"Zaatari District 9",1024,"WarChild UK","2. Benefit  informal/non-formal/lifeskills","EDUCATION-1. Access to appropriate opportunities",23559,50,"Syrian Girls in Camp  benefiting from alternative education service such as informal education and life skills","2013-12",1064,"Informal education and life skills","Individual","2013-12","North","Badiah Shamaliyah Gharbiyah","Al Khaldyah","Zaatari Camp","District 9","Basic literacy and numeracy for boys and girls age 7-15","Direct appeal","None","Yes","Camp"," "," "," ","1. Access to appropriate opportunities","EDUCATION","1711","MAFRAQ","1","North","01/12/2013","","","","Girls","Girls","Camp    - "
"19771","Mafraq",186506762,4054,1048500186,"Mafraq Governorate",1030,"SC Jordan","1. Benefit from formal educ (prim & sec)","EDUCATION-1. Access to appropriate opportunities",23552,67,"Syrian Women in Urban - # provided with information relevant for education and assisted with referral services","2014-02",1064,"Referral services","Individual","2014-02","North",,,,,"","Indirect appeal","UNICEF","Yes"," "," "," ","Urban areas","1. Access to appropriate opportunities","EDUCATION","1711","MAFRAQ","1","North","01/02/2014","Men","Women","","","WomenMen","   Urban areas - "
"19772","Mafraq",186506762,4054,1048500186,"Mafraq Governorate",1030,"SC Jordan","1. Benefit from formal educ (prim & sec)","EDUCATION-1. Access to appropriate opportunities",23551,15,"Syrian Boys in Urban - # provided with information relevant for education and assisted with referral services","2014-12",1064,"Referral services","Individual","2014-12","North",,,,,"","Indirect appeal","UNICEF","Yes"," "," "," ","Urban areas","1. Access to appropriate opportunities","EDUCATION","1711","MAFRAQ","1","North","01/12/2014","","","Boys","","Boys","   Urban areas - "
"19773","Mafraq",186506762,4054,1048500186,"Mafraq Governorate",1030,"SC Jordan","1. Benefit from formal educ (prim & sec)","EDUCATION-1. Access to appropriate opportunities",23553,95,"Syrian Men in Urban - # provided with information relevant for education and assisted with referral services","2014-02",1064,"Referral services","Individual","2014-02","North",,,,,"","Indirect appeal","UNICEF","Yes"," "," "," ","Urban areas","1. Access to appropriate opportunities","EDUCATION","1711","MAFRAQ","1","North","01/02/2014","Men","","","","Men","   Urban areas - "
"19774","Mafraq",186506762,4054,1048500186,"Mafraq Governorate",1030,"SC Jordan","1. Benefit from formal educ (prim & sec)","EDUCATION-1. Access to appropriate opportunities",23551,798,"Syrian Boys in Urban - # provided with information relevant for education and assisted with referral services","2014-03",1064,"Referral services","Individual","2014-03","North",,,,,"","Indirect appeal","UNICEF","Yes"," "," "," ","Urban areas","1. Access to appropriate opportunities","EDUCATION","1711","MAFRAQ","1","North","01/03/2014","","","Boys","","Boys","   Urban areas - "
"19775","Mafraq",186506762,4054,1048500186,"Mafraq Governorate",1030,"SC Jordan","1. Benefit from formal educ (prim & sec)","EDUCATION-1. Access to appropriate opportunities",23552,342,"Syrian Women in Urban - # provided with information relevant for education and assisted with referral services","2014-04",1064,"Referral services","Individual","2014-04","North",,,,,"","Indirect appeal","UNICEF","Yes"," "," "," ","Urban areas","1. Access to appropriate opportunities","EDUCATION","1711","MAFRAQ","1","North","01/04/2014","Men","Women","","","WomenMen","   Urban areas - "
"19776","Mafraq",186506762,4054,1048500186,"Mafraq Governorate",1030,"SC Jordan","1. Benefit from formal educ (prim & sec)","EDUCATION-1. Access to appropriate opportunities",23551,245,"Syrian Boys in Urban - # provided with information relevant for education and assisted with referral services","2014-07",1064,"Referral services","Individual","2014-07","North",,,,,"","Indirect appeal","UNICEF","Yes"," "," "," ","Urban areas","1. Access to appropriate opportunities","EDUCATION","1711","MAFRAQ","1","North","01/07/2014","","","Boys","","Boys","   Urban areas - "
"19777","Mafraq",186506762,4054,1048500186,"Mafraq Governorate",1030,"SC Jordan","1. Benefit from formal educ (prim & sec)","EDUCATION-1. Access to appropriate opportunities",23551,14,"Syrian Boys in Urban - # provided with information relevant for education and assisted with referral services","2014-11",1064,"Referral services","Individual","2014-11","North",,,,,"","Indirect appeal","UNICEF","Yes"," "," "," ","Urban areas","1. Access to appropriate opportunities","EDUCATION","1711","MAFRAQ","1","North","01/11/2014","","","Boys","","Boys","   Urban areas - "
"19821","Mafraq",182456939,4054,637337121,"Zaatari Camp (all district)",1030,"SC Jordan","1. Benefit from formal educ (prim & sec)","EDUCATION-1. Access to appropriate opportunities",23558,17,"# of newly recruited teachers and administrative staff mobilized to serve Syrian refugee children","2014-03",1064,"RRP6 - Performance Indicators","#","2014-03","North","Badiah Shamaliyah Gharbiyah","Al Khaldyah","Zaatari Camp",,"","Indirect appeal","UNICEF","No","Camp"," "," "," ","1. Access to appropriate opportunities","EDUCATION","1711","MAFRAQ","1","North","01/03/2014","","","","","","Camp    - "
"19822","Mafraq",182456939,4054,637337121,"Zaatari Camp (all district)",1030,"SC Jordan","1. Benefit from formal educ (prim & sec)","EDUCATION-1. Access to appropriate opportunities",23548,2132,"Syrian Women in Camp - # provided with information relevant for education and assisted with referral services","2014-06",1064,"Referral services","Individual","2014-06","North","Badiah Shamaliyah Gharbiyah","Al Khaldyah","Zaatari Camp",,"","Indirect appeal","UNICEF","No","Camp"," "," "," ","1. Access to appropriate opportunities","EDUCATION","1711","MAFRAQ","1","North","01/06/2014","Men","Women","","","WomenMen","Camp    - "
